MP.Name,Date,Event,Type,Numbers,Venue.s.
"Dunne, Philip",6/25/07,Corporate Governance Forum,Dinn,42,Dng Rm A
"Dunne, Philip",10/23/07,Corporate Governance Research Launch,Rec,100,Mmbrs Dng Rm
"Dunne, Philip",1/31/08,Corporate Government,Bfast,33,Dng Rm A
"Dunne, Philip",4/23/08,Corporate Government,Bfast,40,Dng Rm A
"Dunne, Philip",6/11/08,Corporate Government,Bfast,48,Dng Rm A
"Raynsford, Nick",9/9/08,Corporate Partners Dinner,Dinn,19,Dng Rm B
"Duncan, Alan",2/13/06,Corporate Responsibility Group,Dinn,25,Club Rm
"Pelling, Andrew",5/25/06,COSLP,Rec,95,Strngrs Dng Rm
"Evennett, David",6/23/08,Costain Ltd Dinner,Dinn,50,Dng Rm A
"Howard, Michael",10/10/06,Cotswold Consituency,Lnch,24,Astor Suite
"Baldry, Tony",5/10/07,Council Dinner,Dinn,13,Club Rm
"Oaten, Mark",5/12/09,Council for Administration Policy Breakfast,Bfast,26,Dng Rm B
"Jackson, Robert",7/14/04,Council For Arab-British Understanding,Lnch,10,Dng Rm C
"Harris, Evan",6/16/05,Council of Heads of Medical Schools,Rec,80,Church. Dng Rm
"Harris, Evan",6/29/06,Council of Heads of Medical Schools,Rec,80,Church. Dng Rm
"Harris, Evan",5/22/07,Council of Heads of Medical Schools,Bfast,24,Dng Rm B
"Hayes, John",5/12/04,Council of Morgage Lenders,Lnch,14,Dng Rm D
"Love, Andrew",11/22/05,Council of Morgage Lenders,Lnch,12,Dng Rm D
"Love, Andrew",2/5/08,Council of Morgage Lenders,Lnch,12,Dng Rm D
"Curry, David",5/16/06,Council of Mortgage Lenders,Rec,12,Dng Rm C
"Gove, Michael",11/29/06,Council of Mortgage Lenders,Lnch,14,Dng Rm C
"Hayes, John",3/9/05,Council of Mortgage Lenders,Lnch,14,Dng Rm C
"Love, Andrew",4/21/04,Council of Mortgage Lenders,Lnch,14,Dng Rm C
"Love, Andrew",2/23/05,Council of Mortgage Lenders,Lnch,11,Dng Rm D
"Love, Andrew",5/10/06,Council of Mortgage Lenders,Lnch,12,Dng Rm D
"Syms, Robert",12/7/05,Council of Mortgage Lenders,Lnch,12,Dng Rm D
"Syms, Robert",1/22/08,Council Of Mortgage Lenders,Lnch,14,Dng Rm D
"Love, Andrew",11/19/08,Counsel & Care Event,Rec,60,Dng Rm A
"Buck, Karen",7/11/07,Counsel & Care Reception,Rec,80,Strngrs Dng Rm
"Atkinson, Peter",7/4/06,Countryside Alliance,Dinn,12,Dng Rm C
"Atkinson, Peter",7/12/06,Countryside Alliance,Dinn,13,Club Rm
"Caborn, Richard",6/28/07,County Sports Partnership Reception,Rec,150,Church. Dng Rm
"Cunningham, Jim",6/7/06,Coventry Round Table,Dinn,19,Dng Rm B
"Bayley, Hugh",1/23/08,CPA,Lnch,13,Dng Rm C
"Gillan, Cheryl",7/8/04,CPA,Rec,150,Tce Pvln
"Gillan, Cheryl",6/29/05,CPA,Rec,110,Tce Pvln
"Gillan, Cheryl",6/29/06,CPA,Rec,150,Tce Pvln
"Marshall, David",5/17/04,CPA,Lnch,35,Dng Rm A
"Marshall, David",5/18/04,CPA,Lnch,35,"Dng Rm B, Dng Rm C"
"Marshall, David",5/19/04,CPA,Lnch,35,Dng Rm A
"Marshall, David",11/9/04,CPA,Lnch,14,Dng Rm C
"Marshall, David",1/24/05,CPA,Lnch,45,Dng Rm A
"Marshall, David",3/7/07,CPA,Lnch,48,Dng Rm A
"Marshall, David",3/12/07,CPA,Lnch,43,Dng Rm A
"Marshall, David",3/13/07,CPA,Lnch,34,Dng Rm A
"Marshall, David",3/14/07,CPA,Lnch,37,Dng Rm A
"Marshall, David",6/11/07,CPA,Lnch,34,Dng Rm A
"Hurd, Nick",10/24/05,CPD,Lnch,80,"Church. Dng Rm, Tce Pvln"
"Hurd, Nick",10/23/06,CPD,Lnch,76,"Church. Dng Rm, Tce Pvln"
"Shaw, Jonathan",12/8/04,CPI,Dinn,22,Club Rm
"Sheerman, Barry",6/11/08,CPPC Summer Drinks,Rec,25,Dng Rm B
"Perham, Linda",7/8/04,CPPIH,Tea,100,Strngrs Dng Rm
"Yeo, Tim",10/31/06,CPRE Tranquillity Campaign,Bfast,25,Dng Rm B
"Blunt, Crispin",11/10/05,Cranfield Management Association,Dinn,54,Dng Rm A
"Moffatt, Laura",1/10/08,Crawley Town Centre Parnership,Dinn,49,Dng Rm A
"Moffatt, Laura",11/16/05,Crawley Town Centre Partnership,Dinn,54,Dng Rm A
"Moffatt, Laura",11/15/06,Crawley Town Centre Partnership,Dinn,36,Dng Rm A
"Moffatt, Laura",1/27/09,Crawley Town Centre Partnership,Dinn,50,Dng Rm A
"Vaz, Keith",7/5/05,CRE,Rec,45,Astor Suite
"Caborn, Richard",1/30/07,CRE Reception,Rec,170,Mmbrs Dng Rm
"Willis, Phil",6/20/07,Creating Wealth,Rec,120,Tce Pvln
"Marsden, Gordon",7/16/08,Creative Apprentiships Launch,Rec,100,Tce Pvln
"Hodge, Margaret",6/16/08,Creative Industries Dinner,Dinn,19,Dng Rm B
"Sheerman, Barry",4/18/06,Creative Industries Forum,Dinn,16,Dng Rm C
"Afriyie, Adam",10/27/05,Creative Solutions,Dinn,18,Dng Rm B
"Whittingdale, John",7/1/04,Creators' Rights Alliance,Rec,120,Tce Pvln
"Haselhurst, Sir Alan",4/28/04,Cricket Club,Dinn,30,Club Rm
"Haselhurst, Sir Alan",5/12/04,Cricket Club,Dinn,20,Club Rm
"Haselhurst, Sir Alan",6/22/04,Cricket Club,Dinn,20,Club Rm
"Haselhurst, Sir Alan",1/24/07,Cricket Club,Dinn,17,Club Rm
"Haselhurst, Sir Alan",2/6/07,Cricket Club,Dinn,35,Club Rm
"Haselhurst, Sir Alan",2/27/07,Cricket Club,Dinn,20,Club Rm
"Haselhurst, Sir Alan",10/20/08,Cricket Club,Dinn,43,Club Rm
"Haselhurst, Sir Alan",10/19/05,Cricket Dinner,Dinn,42,Club Rm
"Haselhurst, Sir Alan",11/29/05,Cricket Dinner,Dinn,20,Club Rm
"Haselhurst, Sir Alan",1/17/06,Cricket Dinner,Dinn,26,Club Rm
"Haselhurst, Sir Alan",2/28/06,Cricket Dinner,Dinn,23,Club Rm
"Haselhurst, Sir Alan",3/28/06,Cricket Dinner,Dinn,31,Club Rm
"Haselhurst, Sir Alan",4/25/06,Cricket Dinner,Dinn,26,Club Rm
"Haselhurst, Sir Alan",7/4/06,Cricket Dinner,Dinn,22,Club Rm
"Haselhurst, Sir Alan",10/17/06,Cricket Dinner,Dinn,41,Club Rm
"Haselhurst, Sir Alan",7/3/07,Cricket Dinner,Dinn,40,Club Rm
"Haselhurst, Sir Alan",11/27/07,Cricket Dinner,Dinn,18,Club Rm
"Haselhurst, Sir Alan",10/17/07,Cricket Function,Dinn,24,Club Rm
"Haselhurst, Sir Alan",12/7/04,Cricket Group,Dinn,30,Club Rm
"Haselhurst, Sir Alan",2/8/05,Cricket Group,Dinn,22,Club Rm
"Haselhurst, Sir Alan",6/23/09,Cricket Summer Reception,Rec,150,Tce Pvln
"Cruddas, Jon",9/17/08,Cricket Without Boundaries East African,Dinn,105,"Church. Dng Rm, Dng Rm A"
"Leslie, Christopher",11/3/04,Criminal Justice Reform,Rec,70,Tce Pvln
"Pelling, Andrew",6/22/06,Cripplegate Ward Club,Dinn,48,Dng Rm A
"Meale, Alan",11/20/07,CRISIS,Rec,100,Tce Pvln
"Turner, Desmond",7/14/08,CRM Device Showcase,Rec,100,Tce Pvln
"Todd, Mark",6/2/08,Crosscountry Trains Reception,Rec,20,Dng Rm D
"Gapes, Mike",7/8/08,Crossrail All Party Group AGM,Rec,30,Dng Rm B
"Hendry, Charles",10/26/04,Crowborough 41 Club,Dinn,23,Dng Rm B
"Ottaway, Richard",7/13/05,Croydon Central & S. Cons Federation,Rec,35,Astor Suite
"Ottaway, Richard",3/13/07,Croydon Society Reception,Rec,30,Dng Rm B
"Ottaway, Richard",6/22/04,Croydon South Conservative Association,Tea,45,Tce Pvln
"Timms, Stephen",2/15/05,Crusaders,Dinn,54,Dng Rm A
"Taylor, Dari",7/5/06,CRY,Rec,200,Tce Pvln
"Turner, Desmond",7/14/08,Cry Device Parliamentary Dinner,Dinn,12,Dng Rm C
"Jones, Kevan",7/11/07,Cry Parliamentary Reception,Rec,200,Tce Pvln
"Sayeed, Jonathan",6/29/04,Crystal Clear Manufacturing Ltd,Rec,25,Dng Rm C
"Robertson, Laurence",3/27/08,CSBG Lunch,Lnch,21,Dng Rm B
"Robertson, Laurence",10/23/08,CSBG Lunch,Lnch,25,Dng Rm B
"Duncan Smith, Iain",1/21/09,CSJ Inner City Challenge,Rec,18,Dng Rm D
"Duncan Smith, Iain",12/10/07,CSJ Staff Christmas Dinner,Dinn,20,Dng Rm B
"Lancaster, Mark",6/3/08,CSR Seminar,Rec,36,Dng Rm B
"Mann, John",11/24/08,CST Luncheon,Lnch,38,Church. Dng Rm
"Cormack, Sir Patrick",7/9/08,"CUA in London, 30th Anniversary",Rec,50,Dng Rm A
"Robathan, Andrew",2/15/06,CUCA,Tea,45,Dng Rm B
"Robathan, Andrew",2/6/08,CUCA Westminster Tea Party,Tea,75,Dng Rm A
"Keen, Alan",3/7/05,"Culture, Media & Sport Committee",Dinn,30,Club Rm
"Borrow, David",7/11/06,Cumbria & Lancashire Medical & Dental Consortium,Rec,20,Dng Rm C
"May, Theresa",3/5/08,Cutting Red Tape,Bfast,18,Dng Rm B
"Bone, Peter",5/15/06,CWCC Tea,Tea,46,Tce Pvln
"Brennan, Kevin",10/13/08,CWDC Board Meeting,Dinn,8,Dng Rm D
"Farrelly, Paul",3/1/07,CWU,Rec,45,Dng Rm B
"Michael, Alun",3/25/09,Cyber Security KTN/ASAF Roundtable,Rec,25,Dng Rm B
"Thornberry, Emily",4/20/06,Cycling Demonstration Towns Presentation,Rec,25,Dng Rm D
"Prosser, Gwyn",11/17/08,Cycling England,Rec,120,Mmbrs Dng Rm
"Dobson, Frank",1/21/08,Cystic Fibrosis Screening Reception,Rec,120,Tce Pvln
"Goldsworthy, Julia",1/9/07,Daiichi Reunion,Rec,79,Dng Rm A
"Curry, David",7/11/07,Dairy UK Summer Reception,Rec,80,Dng Rm A
"Curry, David",7/9/08,Dairy UK Summer Reception,Lnch,50,Dng Rm A
"Mole, Chris",1/10/05,Dance East,Rec,140,"Dng Rm D, Tce Pvln"
"Shapps, Grant",3/7/06,Danesbury Dinner,Dinn,10,Dng Rm C
"Davidson, Ian",11/24/06,Danie Craven,Dinn,51,"Church. Dng Rm, Tce Pvln"
"Mercer, Patrick",11/26/08,Danoptra Limited,Dinn,8,Dng Rm D
"Berry, Roger",7/17/06,Dare - Rite Report Launch,Rec,150,Mmbrs Dng Rm
"Milburn, Alan",5/8/06,Darlington Building Society,Rec,84,Tce Pvln
"Milburn, Alan",11/1/06,Darlington Partnership,Rec,26,Dng Rm B
"Milburn, Alan",10/8/08,Darlington Partnership Bus Lunch,Lnch,27,Dng Rm B
"Horam, John",12/5/08,Darrick Wood Christmas Dinner,Dinn,77,"Church. Dng Rm, Tce Pvln"
"Horam, John",7/8/04,Darrick Wood School,Tea,35,Tce Pvln
"Horam, John",12/16/05,Darrick Wood School,Dinn,51,Dng Rm A
"Horam, John",12/8/06,Darrick Wood School,Dinn,67,"Church. Dng Rm, Tce Pvln"
"Horam, John",12/17/04,Darrick Wood Seniors School,Dinn,90,"Church. Dng Rm, Tce Pvln"
"Russell, Bob",3/23/05,Darts as a Sport,Rec,100,Tce Pvln
"Lancaster, Mark",6/19/07,David Hopkins -SEC Team,Lnch,12,Dng Rm D
"Buck, Karen",3/14/05,Day Care Trust,Rec,100,Mmbrs Dng Rm
"Buck, Karen",6/16/04,Daycare Trust,Rec,100,Mmbrs Dng Rm
"Buck, Karen",6/8/05,Daycare Trust,Rec,70,Strngrs Dng Rm
"Spring, Richard",12/4/07,DBA Limited Tea,Rec,30,Dng Rm B
"Caborn, Richard",3/16/05,DCMS,Dinn,14,Dng Rm B
"Balls, Ed",6/2/08,DCSF,Dinn,9,Dng Rm C
"Balls, Ed",2/26/09,DCSF Dinner,Dinn,18,Astor Suite
"Benton, Joe",10/6/08,DCSF Primary Head Teachers,Dinn,8,Dng Rm C
"Gibson, Ian",4/22/09,De-carbonised Electricity & the Future Role of Electricity,Dinn,10,Dng Rm D
"Levitt, Tom",6/30/09,Deafblind Guidance Reception,Rec,45,Dng Rm B
"Merron, Gillian",9/18/07,Deans Vergers Conference,Rec,31,Dng Rm B
"Mitchell, Austin",7/5/04,Debating Group,Rec,25,Dng Rm D
"Mitchell, Austin",10/30/06,Debating Group,Rec,25,Dng Rm D
"Mitchell, Austin",11/27/06,Debating Group,Rec,25,Dng Rm D
"Mitchell, Austin",3/19/07,Debating Group,Rec,25,Dng Rm D
"Mitchell, Austin",5/14/07,Debating Group,Rec,25,Dng Rm D
"Mitchell, Austin",5/21/07,Debating Group,Rec,130,Tce Pvln
"Mitchell, Austin",7/9/07,Debating Group,Rec,25,Dng Rm D
"Mitchell, Austin",10/29/07,Debating Group,Rec,25,Dng Rm D
"Mitchell, Austin",11/26/07,Debating Group,Rec,15,Dng Rm D
"Mitchell, Austin",3/10/08,Debating Group,Rec,15,Dng Rm D
"Mitchell, Austin",5/12/08,Debating Group,Rec,25,Dng Rm D
"Mitchell, Austin",5/18/09,Debating Group Preident's Reception,Rec,100,Tce Pvln
"Mitchell, Austin",7/7/08,Debating Group Reception,Rec,25,Dng Rm D
"Mitchell, Austin",10/27/08,Debating Group Reception,Rec,25,Dng Rm D
"Mitchell, Austin",11/17/08,Debating Group Reception,Rec,25,Dng Rm D
"Mitchell, Austin",3/16/09,Debating Group Reception,Rec,25,Dng Rm D
"Mitchell, Austin",5/11/09,Debating Group Reception,Rec,25,Dng Rm D
"Mitchell, Austin",7/13/09,Debating Group Reception,Rec,15,Dng Rm D
"Lazarowicz, Mark",4/30/08,Debt & Personal Finance APPG,Bfast,35,Dng Rm A
"Hands, Greg",7/3/08,Debt Doctors Foundation,Bfast,80,Tce Pvln
"Tami, Mark",11/29/05,Deeslde Colledge,Rec,25,Dng Rm C
"Hughes, Simon",9/30/09,Defence Clinical Psychology Service,Dinn,24,Dng Rm B
"Gilroy, Linda",1/19/09,Defence Dinner,Dinn,24,Astor Suite
"Fox, Liam",5/11/09,Defence Policy Supper,Dinn,14,Dng Rm D
"Field, Mark",3/18/09,Defence Reception,Rec,80,Dng Rm A
"Gardiner, Barry",6/26/07,Defra,Dinn,14,Club Rm
"Morley, Elliot",9/8/04,Defra,Rec,100,Tce Pvln
"Burden, Richard",4/11/07,Defy The Stars Launch,Rec,130,Mmbrs Dng Rm
"Evans, Nigel",3/8/05,Dehauilland Information Services,Tea,150,Mmbrs Dng Rm
"Robertson, Laurence",1/22/07,Dehavilland Engage Launch Party,Rec,150,Tce Pvln
"Blunkett, David",6/23/05,Delegate Conference Services,Dinn,54,Dng Rm A
"Clarke, Tom",3/26/08,Delivering Aiming High for Disabled Children,Rec,100,Strngrs Dng Rm
"Sheerman, Barry",4/2/08,Delivering Excellence,Rec,100,Tce Pvln
"Fraser, Christopher",10/25/06,Delivering Safety in the Workplace,Tea,80,Dng Rm A
"Stuart, Gisela",3/23/09,Deloitte Ladies luncheon,Lnch,10,Dng Rm C
"Gibson, Ian",6/20/06,Dementia on the Ageing Population,Dinn,18,Club Rm
"Anderson, Janet",11/20/06,Democrats Abroad UK,Rec,155,Tce Pvln
"Beresford, Paul",1/8/09,Dental Inst Dinner,Dinn,99,"Church. Dng Rm, Tce Pvln"
"Beresford, Paul",9/12/08,Dentistry Lunch,Lnch,95,"Mmbrs Dng Rm, Strngrs Dng Rm"
"McCarthy-Fry, Sarah",7/21/09,"Department for Children, Schools & Families",Rec,60,Dng Rm A
"Hughes, Hon Beverley",11/28/06,Department for Education & Skills,Rec,100,Mmbrs Dng Rm
"Rammell, Bill",10/4/05,Department For Education & Skills,Dinn,20,Dng Rm B
"Prentice, Bridgit",10/4/05,Department of Constitutional Affairs,Rec,27,Dng Rm B
"Hewitt, Patricia",6/12/07,Department of Health,Dinn,15,Astor Suite
"Sutcliffe, Gerry",11/10/05,Department of Trade & Industry,Rec,35,Astor Suite
"Moffatt, Laura",4/21/04,Depression Alliance,Rec,50,Dng Rm A
"Moffatt, Laura",4/23/09,Depression Alliance,Rec,60,Dng Rm A
"Lazarowicz, Mark",3/10/09,Dept & Personal Finance APPG Breakfast,Bfast,45,Club Rm
"Hewitt, Patricia",7/16/07,Dept of Health,Dinn,14,Dng Rm B
"Balls, Ed",12/16/08,"Dept. for Children, Schools & Families",Dinn,15,Club Rm
"Miliband, David",11/15/04,Dept. for Education & Skills,Lnch,70,"Church. Dng Rm, Tce Pvln"
"Rammell, Bill",4/5/06,Dept. of Education & Skills,Rec,140,Tce Pvln
"Grogan, John",5/14/08,Deputy Minister of Economy of Ukraine,Lnch,11,Dng Rm C
"Beckett, Margaret",2/22/08,Derbyshire County Cricket Club,Dinn,96,"Church. Dng Rm, Tce Pvln"
"Duddridge, James",5/19/08,Derek Arden Group,Dinn,13,Dng Rm C
"Bottomley, Peter J",10/5/06,Derek Weatherley 80th Birthday,Lnch,35,Dng Rm A
"Curtis-Thomas, Claire",12/9/08,Design & Innovation - APGDI/Design Council,Bfast,21,Dng Rm B
"Curtis-Thomas, Claire",4/25/07,Design Industry Development Plan,Bfast,40,Dng Rm A
"Sheerman, Barry",3/1/07,Designing Out Waste,Rec,50,Tce Pvln
"Evans, Nigel",6/9/05,designplan Group,Dinn,24,Dng Rm B
"Gerrard, Neil",1/31/05,Dettaclub,Rec,175,Tce Pvln
"Ancram, Michael",10/20/04,Devizes Patrons,Lnch,48,Dng Rm A
"Knight, Jim",1/8/07,DFES,Dinn,13,Dng Rm B
"Merron, Gillian",7/10/07,DFT Ministerial Aviation Dinner,Dinn,44,Dng Rm A
"Barron, Kevin",3/1/07,DG Health European Commission,Lnch,25,Astor Suite
"Hewitt, Patricia",1/9/07,DH Ministerial Dinner,Dinn,22,Dng Rm B
"Hewitt, Patricia",3/6/07,DH Ministerial Sounding Board,Dinn,15,Club Rm
"Dowd, Jim",2/12/08,DHL Freight/GMB Dinner,Dinn,16,Dng Rm C
"Sanders, Adrian",3/20/07,Diabetes & the Fire Service Report,Rec,50,Dng Rm A
"Sanders, Adrian",4/23/08,Diabetes NSF - Five Year Anniversary,Rec,60,Strngrs Dng Rm
"Turner, Desmond",12/3/08,Diabetes Parliamentary Dinner,Dinn,14,Dng Rm C
"Vaz, Keith",11/13/06,Diabetes Screening,Rec,200,Mmbrs Dng Rm
"Sanders, Adrian",6/15/05,Diabetes UK,Rec,60,Dng Rm A
"Sanders, Adrian",1/24/07,Diabetes UK,Rec,60,Strngrs Dng Rm
"Stewart, David",7/7/04,Diabetes UK,Rec,60,Dng Rm A
"Vaz, Keith",6/17/09,Diabetes Uk,Tea,80,Strngrs Dng Rm
"Barron, Kevin",1/20/09,Diabetes UK 75Th Anniversary,Rec,100,Strngrs Dng Rm
"Sanders, Adrian",5/17/07,Diabetes: Finding Excellence?,Rec,75,Dng Rm A
"Beresford, Paul",11/4/06,Diago,Dinn,148,"Mmbrs Dng Rm, Strngrs Dng Rm"
"Steen, Anthony",5/9/07,Diana Award,Rec,70,Dng Rm A
"Mitchell, Austin",7/14/09,Digital Citizen: Security + Confidence online,Dinn,18,Astor Suite
"Wyatt, Derek",7/10/07,Digital Inclusion Reception,Rec,80,Dng Rm A
"Reed, Jamie",1/13/09,Digital Switchover,Tea,15,Dng Rm C
"Harris, Evan",10/23/08,Dignity in Dying Dinner,Dinn,11,Dng Rm D
"Harris, Evan",12/17/08,Dignity in Dying Dinner,Dinn,13,Dng Rm C
"Burstow, Paul",11/11/08,Dignity Reception,Rec,25,Dng Rm B
"Lidington, David",7/1/09,Dinner,Dinn,39,Dng Rm A
"Chapman, Ben",3/17/08,Dinner at HOC with APPCG,Dinn,52,Dng Rm A
"Mackay, Andrew",11/28/08,Dinner at House of Commons,Dinn,22,Dng Rm B
"Hunt, Jeremy",2/29/08,Dinner at the House of Commons,Rec,103,"Mmbrs Dng Rm, Strngrs Dng Rm"
"Milton, Anne",3/2/09,Dinner at the House of Commons,Dinn,42,Dng Rm A
"Lansley, Andrew",7/20/09,Dinner at the Palace of Westminster,Dinn,54,Dng Rm A
"Benyon, Richard",3/9/09,Dinner for Conservatives - Cybercrime,Dinn,18,Dng Rm B
"Sheerman, Barry",7/18/07,Dinner for Lifelong Learning UK,Dinn,19,Astor Suite
"Michael, Alun",11/6/08,Dinner For Moldovan Defence Minister,Dinn,11,Dng Rm D
"Harper, Mark",12/3/07,Dinner for MP's & College Principal,Dinn,13,Club Rm
"Lewis, Julian",1/24/07,Dinner for Mr Jay Lefkowitz,Dinn,14,Dng Rm C
"Naysmith, Douglas",12/11/08,Dinner for Prof Averil Mansfield CBE,Dinn,57,Church. Dng Rm
"Wareing, Robert",3/6/09,Dinner for Seminar Participants,Dinn,20,Dng Rm B
"Wareing, Robert",1/26/09,Dinner for Serbian Defence Minister,Dinn,14,Dng Rm C
"Garnier, Edward",11/22/06,Dinner for Steag Powerminerals Ltd,Dinn,14,Dng Rm C
"Illsley, Eric",1/22/08,Dinner for the Bingo Association,Dinn,13,Dng Rm C
"Clarke, Charles",10/30/08,Dinner for the Hon Michael Chertoff,Dinn,17,Dng Rm C
"Rifkind, Sir Malcolm",4/27/06,Dinner for the Russian Ambassador,Dinn,14,Dng Rm C
"Willetts, David",12/4/08,Dinner for Uk/US Study Group,Dinn,11,Dng Rm C
"Kidney, David",10/23/07,Dinner with Alan Milburn,Dinn,15,Dng Rm D
"Carswell, Douglas",3/20/06,Dinner with Charles Moore,Dinn,16,Astor Suite
"Reed, Andrew",5/2/08,Dinner with Dean Richards,Dinn,150,"Mmbrs Dng Rm, Strngrs Dng Rm"
"Ladyman, Stephen",7/20/09,Dinner with Highways Agency,Dinn,13,Dng Rm D
"Kennedy, Jane",4/23/08,Dinner with Liverpool MP's,Dinn,16,Astor Suite
"Timms, Stephen",12/3/07,Dinner with StephenTimms MP,Dinn,15,Dng Rm D
"Burstow, Paul",3/23/09,Dinner with the chairman of Anchor Trust,Dinn,10,Club Rm
"Hendry, Charles",11/26/08,Dinner With UK Parlamientary,Rec,50,Dng Rm A
"Denham, John",1/21/08,Dinner with University Vice Chancelors,Dinn,17,Club Rm
"Davies, Philip",6/15/09,Dinner with William Hill,Dinn,15,Astor Suite
"Green, Damian",2/1/06,Direct Marketing Association,Rec,100,Tce Pvln
"Miller, Maria",6/7/07,Director's Circle Reception,Rec,50,Dng Rm A
"Walker, Charles",5/10/07,Directors Dinner,Dinn,20,Dng Rm B
"Foster, Don",4/24/08,Directory of Social Change,Rec,110,Tce Pvln
"Berry, Roger",1/11/07,Disability Equality Duty Training,Rec,25,Dng Rm B
"Berry, Roger",1/26/05,Disability Rights Commission,Rec,150,Mmbrs Dng Rm
"Berry, Roger",1/24/06,Disability Rights Commission,Tea,100,Tce Pvln
"Berry, Roger",12/5/06,Disability Rights Commission,Rec,15,Dng Rm B
"Rooney, Terry",3/16/06,Disability Rights Commission,Bfast,50,Dng Rm A
"Berry, Roger",9/20/07,Disability Rights Commission's Farewell,Rec,150,Tce Pvln
"Heal, Sylvia",4/18/06,Disabled Childrens Dinner,Dinn,30,Club Rm
"Abbott, Diane",4/28/04,Disarm trust,Rec,80,Strngrs Dng Rm
"Baldry, Tony",12/3/08,Display of a Afghan Carpets,Tea,100,Strngrs Dng Rm
"Taylor, Ian",1/8/07,Disraeli Club Dinner,Dinn,43,Dng Rm A
"Hunt, Jeremy",2/8/07,Disraeli Club of South West Surrey Dinner,Dinn,29,Dng Rm A
"Pearson, Ian",7/30/08,Dius Innovation Awards Reception,Rec,25,Dng Rm C
"Hughes, Simon",12/8/04,Diverse Trust,Dinn,24,Dng Rm B
"Walker, Charles",6/18/08,Diversity in the Workplace,Dinn,18,Dng Rm B
"Grogan, John",6/8/06,"Diversity, Bus in The Future",Rec,58,Dng Rm A
"Vaz, Keith",11/14/07,Diwali Celebrations,Rec,150,"Mmbrs Dng Rm, Strngrs Dng Rm"
"Butterfill, John",12/4/07,DLA Campaign Reception,Rec,100,Tce Pvln
"Caplin, Ivor",5/5/04,DMH,Dinn,24,Dng Rm B
"Davey, Edward",3/16/05,Dod's Parliamntary,Rec,100,Tce Pvln
"Cormack, Sir Patrick",7/16/08,Dodds Exhibition,Rec,300,Special Venue
"McIntosh, Anne",7/5/06,Dods Blue Skies,Rec,80,Strngrs Dng Rm
"Naysmith, Douglas",11/5/08,Does Policy Making Need Science & Engineering?,Bfast,13,Dng Rm D
"Gale, Roger",2/10/09,Dogs Trust Reception,Rec,180,Tce Pvln
"Hoban, Mark",4/24/08,Doing Bus with India,Bfast,58,Dng Rm A
"Sheerman, Barry",6/19/07,Doing Political Research,Rec,65,Strngrs Dng Rm
"Young, Sir George",11/11/04,Dominion Housing,Rec,100,Tce Pvln
"Young, Sir George",1/25/06,Dominion Housing Group,Rec,110,Tce Pvln
"Mercer, Patrick",3/6/07,Don Haxby Memorial Service,Tea,160,Mmbrs Dng Rm
"Winterton, Rosie",11/17/04,Doncaster Council,Rec,100,Tce Pvln
"Spelman, Caroline",4/18/06,Dorridge Residents Association,Tea,50,Tce Pvln
"Davies, Quentin",6/5/06,Double Six Dng Club,Dinn,11,Dng Rm C
"Benton, Joe",6/5/08,Dowling Oration,Dinn,106,Church. Dng Rm
"Stoate, Howard",11/6/07,DPP - Health at work Launch,Rec,100,Strngrs Dng Rm
"McIntosh, Anne",7/14/09,Draft Flood & Water Management Bill,Bfast,25,Dng Rm B
"Rifkind, Sir Malcolm",10/13/08,Drinks on the Tce,Rec,101,Tce Pvln
"Fraser, Christopher",6/13/07,Driving Motoring Safety in the Right Direction,Dinn,24,Astor Suite
"Michael, Alun",3/16/06,DTI,Rec,100,Tce Pvln
"Timms, Stephen",4/26/04,DTI,Rec,100,Tce Pvln
"Jowell, Rt HonTessa",4/19/04,Dulwich & West Norwood Labour Party,Dinn,40,Dng Rm A
"Morris, Estelle",6/11/09,Dulwich Picture Gallery Lunch,Lnch,35,Dng Rm A
"Donaldson, Jeffrey",11/3/07,DUP,Dinn,103,"Church. Dng Rm, Tce Pvln"
"Simpson, David",1/10/07,DUP Whips Office,Lnch,14,Dng Rm C
"Brady, Graham",3/28/07,Durham University Society,Rec,160,Tce Pvln
"Taylor, Ian",6/27/07,DWNCA,Rec,107,Tce Pvln
"Haselhurst, Sir Alan",9/4/08,DWPF 10th Anniversary Reception,Rec,200,Tce Pvln
"Hodgson, Sharon",3/2/09,Dyslexia Action,Rec,80,Dng Rm A
"Moran, Margaret",7/2/08,E - Borders - the Future of Border Security,Dinn,12,Dng Rm C
"Binley, Brian",1/14/09,E.On Parliamentary Dinner,Dinn,11,Dng Rm D
"Tami, Mark",3/24/09,E.ON Parliamentary Dinner,Dinn,16,Dng Rm C
"Farrelly, Paul",10/25/06,e.on Uk,Dinn,12,Dng Rm D
"Taylor, Ian",11/30/05,Eads Astrium,Rec,120,Mmbrs Dng Rm
"Morden, Jessica",6/27/07,Eads UK,Rec,40,Dng Rm B
"Pound, Stephen",9/29/05,Ealing Consortium,Rec,150,Tce Pvln
"Portillo, Michael",1/12/05,Earls Court YMCA Dinner,Dinn,50,Dng Rm A
"Keen, Ann Lloyd",1/30/07,Early Support Programme,Rec,120,Tce Pvln
"George, Bruce",11/8/05,Earth Sciences Group,Lnch,40,Dng Rm A
"Mackay, Andrew",6/25/04,East Berks Portcullis Club,Dinn,88,"Church. Dng Rm, Tce Pvln"
